participantId,format,task,startTime,endTime,duration_sec,difficulty,confidence
67895b7d6400163124042af7,jsonc,writing-task-NL,1747334653715,1747334665864,12.149,4,4
67895b7d6400163124042af7,jsonc,reading-task-config-1,1747335948071,1747335955384,7.313,6,4
67895b7d6400163124042af7,jsonc,reading-task-config-2,1747336025084,1747336031368,6.284,7,3
67895b7d6400163124042af7,jsonc,reading-task-config-3,1747336067277,1747336075982,8.705,6,4
67895b7d6400163124042af7,jsonc,reading-task-config-4,1747336151419,1747336156501,5.082,6,4
67895b7d6400163124042af7,jsonc,reading-task-config-5,1747336187448,1747336193744,6.296,5,4
67895b7d6400163124042af7,jsonc,writing-task-config,1747336877323,1747336883587,6.264,7,4
67895b7d6400163124042af7,jsonc,modifying-task-config-1,1747336908705,1747336913032,4.327,7,4
67895b7d6400163124042af7,jsonc,modifying-task-config-2,1747336918623,1747336924594,5.971,6,4
67895b7d6400163124042af7,jsonc,modifying-task-config-3,1747336929267,1747336934772,5.505,7,5
67895b7d6400163124042af7,jsonc,modifying-task-config-4,1747336939981,1747336945878,5.897,7,5
659960f32faa4ff4b116de92,toml,writing-task-NL,1747172873965,1747172880942,6.977,1,7
659960f32faa4ff4b116de92,toml,reading-task-config-1,1747173743902,1747173752623,8.721,5,1
659960f32faa4ff4b116de92,toml,reading-task-config-2,1747173772330,1747173784041,11.711,4,5
659960f32faa4ff4b116de92,toml,reading-task-config-3,1747173817375,1747173826391,9.016,4,2
659960f32faa4ff4b116de92,toml,reading-task-config-4,1747174200137,1747174204872,4.735,7,1
659960f32faa4ff4b116de92,toml,reading-task-config-5,1747174233353,1747174236739,3.386,1,7
659960f32faa4ff4b116de92,toml,writing-task-config,1747175177504,1747175182642,5.138,7,1
659960f32faa4ff4b116de92,toml,modifying-task-config-1,1747175283276,1747175287876,4.6,1,3
659960f32faa4ff4b116de92,toml,modifying-task-config-2,1747175427599,1747175433608,6.009,3,2
659960f32faa4ff4b116de92,toml,modifying-task-config-3,1747175500972,1747175504108,3.136,1,7
659960f32faa4ff4b116de92,toml,modifying-task-config-4,1747175790477,1747175794908,4.431,3,5
5f7f239e9b204e05b6c36538,json5,writing-task-NL,1746770313980,1746770319498,5.518,1,1
5f7f239e9b204e05b6c36538,json5,reading-task-config-1,1746772271344,1746772277804,6.46,4,2
5f7f239e9b204e05b6c36538,json5,reading-task-config-2,1746772305775,1746772309961,4.186,1,3
5f7f239e9b204e05b6c36538,json5,reading-task-config-3,1746772343794,1746772347826,4.032,1,6
5f7f239e9b204e05b6c36538,json5,reading-task-config-4,1746772453323,1746772457096,3.773,7,1
5f7f239e9b204e05b6c36538,json5,reading-task-config-5,1746772536042,1746772539184,3.142,7,1
5f7f239e9b204e05b6c36538,json5,writing-task-config,1746773058260,1746773064137,5.877,7,1
5f7f239e9b204e05b6c36538,json5,modifying-task-config-1,1746773385312,1746773389225,3.913,7,1
5f7f239e9b204e05b6c36538,json5,modifying-task-config-2,1746773643389,1746773648144,4.755,7,1
5f7f239e9b204e05b6c36538,json5,modifying-task-config-3,1746773705623,1746773709790,4.167,3,4
5f7f239e9b204e05b6c36538,json5,modifying-task-config-4,1746773787859,1746773791728,3.869,5,2
67b8636acd5ed420cc098b64,toml,writing-task-NL,1747174183116,1747174219764,36.648,7,7
67b8636acd5ed420cc098b64,toml,reading-task-config-1,1747174758667,1747174775442,16.775,7,3
67b8636acd5ed420cc098b64,toml,reading-task-config-2,1747174872855,1747174894602,21.747,4,1
67b8636acd5ed420cc098b64,toml,reading-task-config-3,1747174962565,1747174978276,15.711,7,1
67b8636acd5ed420cc098b64,toml,reading-task-config-4,1747175120280,1747175136736,16.456,7,2
67b8636acd5ed420cc098b64,toml,reading-task-config-5,1747175198267,1747175206836,8.569,1,7
67b8636acd5ed420cc098b64,toml,writing-task-config,1747176369539,1747176376722,7.183,7,1
67b8636acd5ed420cc098b64,toml,modifying-task-config-1,1747177107491,1747177119232,11.741,7,2
67b8636acd5ed420cc098b64,toml,modifying-task-config-2,1747177707005,1747177728554,21.549,7,1
67b8636acd5ed420cc098b64,toml,modifying-task-config-3,1747178109671,1747178131502,21.831,4,2
67b8636acd5ed420cc098b64,toml,modifying-task-config-4,1747178345734,1747178361046,15.312,5,3
57ca4b09993b08000192297b,xml,writing-task-NL,1747172725872,1747172733392,7.52,1,4
57ca4b09993b08000192297b,xml,reading-task-config-1,1747173008054,1747173015257,7.203,1,7
57ca4b09993b08000192297b,xml,reading-task-config-2,1747173035030,1747173039833,4.803,1,7
57ca4b09993b08000192297b,xml,reading-task-config-3,1747173122825,1747173127440,4.615,3,6
57ca4b09993b08000192297b,xml,reading-task-config-4,1747173178494,1747173185224,6.73,2,6
57ca4b09993b08000192297b,xml,reading-task-config-5,1747173234422,1747173238664,4.242,1,7
57ca4b09993b08000192297b,xml,writing-task-config,1747173604042,1747173608799,4.757,4,4
57ca4b09993b08000192297b,xml,modifying-task-config-1,1747173693676,1747173696672,2.996,2,7
57ca4b09993b08000192297b,xml,modifying-task-config-2,1747173854008,1747173859568,5.56,2,6
57ca4b09993b08000192297b,xml,modifying-task-config-3,1747173939832,1747173946296,6.464,5,5
57ca4b09993b08000192297b,xml,modifying-task-config-4,1747174412724,1747174419840,7.116,6,2
67d1cc8044430e99a7d91b4a,toml,writing-task-NL,1746777445342,1746777450500,5.158,1,7
67d1cc8044430e99a7d91b4a,toml,reading-task-config-1,1746778364617,1746778385823,21.206,5,7
67d1cc8044430e99a7d91b4a,toml,reading-task-config-2,1746778411478,1746778423363,11.885,1,7
67d1cc8044430e99a7d91b4a,toml,reading-task-config-3,1746778538871,1746778554744,15.873,4,5
67d1cc8044430e99a7d91b4a,toml,reading-task-config-4,1746778670983,1746778675788,4.805,5,5
67d1cc8044430e99a7d91b4a,toml,reading-task-config-5,1746778896604,1746778903711,7.107,2,7
67d1cc8044430e99a7d91b4a,toml,writing-task-config,1746780187170,1746780209035,21.865,4,6
67d1cc8044430e99a7d91b4a,toml,modifying-task-config-1,1746780363632,1746780372666,9.034,1,6
67d1cc8044430e99a7d91b4a,toml,modifying-task-config-2,1746781197532,1746781213929,16.397,7,4
67d1cc8044430e99a7d91b4a,toml,modifying-task-config-3,1746781320849,1746781325876,5.027,2,6
67d1cc8044430e99a7d91b4a,toml,modifying-task-config-4,1746781757152,1746781769299,12.147,7,4
6693ce87e76d32ccf07fbcd8,xml,writing-task-NL,1746768656064,1746768673759,17.695,1,7
6693ce87e76d32ccf07fbcd8,xml,reading-task-config-1,1746769644624,1746769656205,11.581,1,7
6693ce87e76d32ccf07fbcd8,xml,reading-task-config-2,1746769867289,1746769879922,12.633,3,7
6693ce87e76d32ccf07fbcd8,xml,reading-task-config-3,1746769942076,1746769952520,10.444,1,7
6693ce87e76d32ccf07fbcd8,xml,reading-task-config-4,1746770158181,1746770168363,10.182,1,7
6693ce87e76d32ccf07fbcd8,xml,reading-task-config-5,1746770247299,1746770255008,7.709,1,7
6693ce87e76d32ccf07fbcd8,xml,writing-task-config,1746771315110,1746771327397,12.287,5,3
6693ce87e76d32ccf07fbcd8,xml,modifying-task-config-1,1746771649202,1746771655675,6.473,1,7
6693ce87e76d32ccf07fbcd8,xml,modifying-task-config-2,1746771923566,1746771934141,10.575,1,7
6693ce87e76d32ccf07fbcd8,xml,modifying-task-config-3,1746772509558,1746772524732,15.174,2,6
6693ce87e76d32ccf07fbcd8,xml,modifying-task-config-4,1746772836086,1746772841444,5.358,1,7
680ebf035ab59d342f31726e,hjson,writing-task-NL,1747173131732,1747173143883,12.151,2,7
680ebf035ab59d342f31726e,hjson,reading-task-config-1,1747175340818,1747175351004,10.186,2,7
680ebf035ab59d342f31726e,hjson,reading-task-config-2,1747175408661,1747175418053,9.392,2,7
680ebf035ab59d342f31726e,hjson,reading-task-config-3,1747175456404,1747175463354,6.95,2,7
680ebf035ab59d342f31726e,hjson,reading-task-config-4,1747175573967,1747175580640,6.673,2,7
680ebf035ab59d342f31726e,hjson,reading-task-config-5,1747175674937,1747175682449,7.512,2,7
680ebf035ab59d342f31726e,hjson,writing-task-config,1747176993064,1747177000157,7.093,4,6
680ebf035ab59d342f31726e,hjson,modifying-task-config-1,1747177099395,1747177104781,5.386,2,7
680ebf035ab59d342f31726e,hjson,modifying-task-config-2,1747177317007,1747177323497,6.49,2,7
680ebf035ab59d342f31726e,hjson,modifying-task-config-3,1747177440090,1747177446106,6.016,2,7
680ebf035ab59d342f31726e,hjson,modifying-task-config-4,1747177776816,1747177785661,8.845,4,5
67f0d86fabc081fdc410e828,yaml,writing-task-NL,1746768598232,1746768607281,9.049,1,7
67f0d86fabc081fdc410e828,yaml,reading-task-config-1,1746769725546,1746769740118,14.572,7,5
67f0d86fabc081fdc410e828,yaml,reading-task-config-2,1746769935302,1746769944415,9.113,5,7
67f0d86fabc081fdc410e828,yaml,reading-task-config-3,1746769986864,1746769995388,8.524,1,7
67f0d86fabc081fdc410e828,yaml,reading-task-config-4,1746770188769,1746770197765,8.996,3,6
67f0d86fabc081fdc410e828,yaml,reading-task-config-5,1746770265347,1746770270889,5.542,1,7
67f0d86fabc081fdc410e828,yaml,writing-task-config,1746770949894,1746770958643,8.749,7,1
67f0d86fabc081fdc410e828,yaml,modifying-task-config-1,1746771042170,1746771049385,7.215,1,7
67f0d86fabc081fdc410e828,yaml,modifying-task-config-2,1746771261670,1746771266754,5.084,1,7
67f0d86fabc081fdc410e828,yaml,modifying-task-config-3,1746771413552,1746771422808,9.256,1,6
67f0d86fabc081fdc410e828,yaml,modifying-task-config-4,1746771586478,1746771592861,6.383,3,5
6691809035e52ca9b2b0f39a,yaml,writing-task-NL,1747173479198,1747173496260,17.062,5,6
