participantId,task,format,response,start_time,end_time,duration_sec,help_count,correct_answer,correct
67895b7d6400163124042af7,reading-task-config-1,jsonc,7.9.0,1747335882150.0,1747335947784.0,65.634,0,7.9.0,1
67895b7d6400163124042af7,reading-task-config-2,jsonc,12,1747335955819.0,1747336024757.0,68.938,0,>=12,0
67895b7d6400163124042af7,reading-task-config-3,jsonc,6,1747336031704.0,1747336066889.0,35.185,0,6,1
67895b7d6400163124042af7,reading-task-config-4,jsonc,devDependencies,1747336076341.0,1747336151040.0,74.699,0,keywords,0
67895b7d6400163124042af7,reading-task-config-5,jsonc,d3-scale,1747336156746.0,1747336187067.0,30.321,0,d3-delaunay,0
659960f32faa4ff4b116de92,reading-task-config-1,toml,7.9.0,1747173689983.0,1747173743824.0,53.841,0,7.9.0,1
659960f32faa4ff4b116de92,reading-task-config-2,toml,>=12,1747173752673.0,1747173772256.0,19.583,0,>=12,1
659960f32faa4ff4b116de92,reading-task-config-3,toml,6,1747173784086.0,1747173817307.0,33.221,0,6,1
659960f32faa4ff4b116de92,reading-task-config-4,toml,keywords,1747173826434.0,1747174200055.0,373.621,2,keywords,1
659960f32faa4ff4b116de92,reading-task-config-5,toml,d3-delaunay,1747174204925.0,1747174233272.0,28.347,0,d3-delaunay,1
5f7f239e9b204e05b6c36538,reading-task-config-1,json5,7.9.0,1746771964989.0,1746772270889.0,305.9,1,7.9.0,1
5f7f239e9b204e05b6c36538,reading-task-config-2,json5,>=12,1746772278059.0,1746772305330.0,27.271,0,>=12,1
5f7f239e9b204e05b6c36538,reading-task-config-3,json5,6,1746772310223.0,1746772343380.0,33.157,0,6,1
5f7f239e9b204e05b6c36538,reading-task-config-4,json5,devDependencies,1746772348071.0,1746772452894.0,104.823,0,keywords,0
5f7f239e9b204e05b6c36538,reading-task-config-5,json5,d3-scale,1746772457329.0,1746772535622.0,78.293,0,d3-delaunay,0
67b8636acd5ed420cc098b64,reading-task-config-1,toml,7.9.0,1747174617563.0,1747174757130.0,139.567,0,7.9.0,1
67b8636acd5ed420cc098b64,reading-task-config-2,toml,>=12,1747174776360.0,1747174871127.0,94.767,0,>=12,1
67b8636acd5ed420cc098b64,reading-task-config-3,toml,7,1747174895679.0,1747174960807.0,65.128,0,6,0
67b8636acd5ed420cc098b64,reading-task-config-4,toml,keywords,1747174979304.0,1747175118550.0,139.246,0,keywords,1
67b8636acd5ed420cc098b64,reading-task-config-5,toml,d3-delaunay,1747175137655.0,1747175196325.0,58.67,0,d3-delaunay,1
57ca4b09993b08000192297b,reading-task-config-1,xml,7.9.0,1747172985562.0,1747173007897.0,22.335,0,7.9.0,1
57ca4b09993b08000192297b,reading-task-config-2,xml,>=12,1747173015417.0,1747173034863.0,19.446,0,>=12,1
57ca4b09993b08000192297b,reading-task-config-3,xml,6,1747173039926.0,1747173122672.0,82.746,0,6,1
57ca4b09993b08000192297b,reading-task-config-4,xml,keywords,1747173127529.0,1747173178336.0,50.807,0,keywords,1
57ca4b09993b08000192297b,reading-task-config-5,xml,d3-delaunay,1747173185343.0,1747173234257.0,48.914,0,d3-delaunay,1
67d1cc8044430e99a7d91b4a,reading-task-config-1,toml,7.9.0,1746778301140.0,1746778364201.0,63.061,0,7.9.0,1
67d1cc8044430e99a7d91b4a,reading-task-config-2,toml,>=12,1746778386050.0,1746778411074.0,25.024,0,>=12,1
67d1cc8044430e99a7d91b4a,reading-task-config-3,toml,6,1746778423599.0,1746778538521.0,114.922,0,6,1
67d1cc8044430e99a7d91b4a,reading-task-config-4,toml,exports,1746778554937.0,1746778670535.0,115.598,0,keywords,0
67d1cc8044430e99a7d91b4a,reading-task-config-5,toml,d3-delaunay,1746778675989.0,1746778896151.0,220.162,0,d3-delaunay,1
6693ce87e76d32ccf07fbcd8,reading-task-config-1,xml,7.9.0,1746769543614.0,1746769644330.0,100.716,0,7.9.0,1
6693ce87e76d32ccf07fbcd8,reading-task-config-2,xml,>=12,1746769656370.0,1746769867012.0,210.642,0,>=12,1
6693ce87e76d32ccf07fbcd8,reading-task-config-3,xml,6,1746769880093.0,1746769941804.0,61.711,0,6,1
6693ce87e76d32ccf07fbcd8,reading-task-config-4,xml,keywords,1746769952687.0,1746770157877.0,205.19,0,keywords,1
6693ce87e76d32ccf07fbcd8,reading-task-config-5,xml,d3-delaunay,1746770168521.0,1746770247034.0,78.513,0,d3-delaunay,1
680ebf035ab59d342f31726e,reading-task-config-1,hjson,7.9.0,1747175242900.0,1747175340164.0,97.264,0,7.9.0,1
680ebf035ab59d342f31726e,reading-task-config-2,hjson,>=12,1747175351423.0,1747175407960.0,56.537,0,>=12,1
680ebf035ab59d342f31726e,reading-task-config-3,hjson,6,1747175418469.0,1747175455755.0,37.286,0,6,1
680ebf035ab59d342f31726e,reading-task-config-4,hjson,keywords,1747175463783.0,1747175573321.0,109.538,0,keywords,1
680ebf035ab59d342f31726e,reading-task-config-5,hjson,d3-delaunay,1747175581053.0,1747175674247.0,93.194,0,d3-delaunay,1
67f0d86fabc081fdc410e828,reading-task-config-1,yaml,7.9.0,1746769428495.0,1746769724289.0,295.794,0,7.9.0,1
67f0d86fabc081fdc410e828,reading-task-config-2,yaml,>=12,1746769740762.0,1746769934498.0,193.736,0,>=12,1
67f0d86fabc081fdc410e828,reading-task-config-3,yaml,6,1746769945121.0,1746769986040.0,40.919,0,6,1
67f0d86fabc081fdc410e828,reading-task-config-4,yaml,keywords,1746769995975.0,1746770187823.0,191.848,0,keywords,1
67f0d86fabc081fdc410e828,reading-task-config-5,yaml,d3-delaunay,1746770198193.0,1746770264425.0,66.232,0,d3-delaunay,1
6691809035e52ca9b2b0f39a,reading-task-config-1,yaml,7.9.0,1747174137473.0,1747174226949.0,89.476,0,7.9.0,1
6691809035e52ca9b2b0f39a,reading-task-config-2,yaml,>=12,1747174237961.0,1747174373213.0,135.252,0,>=12,1
6691809035e52ca9b2b0f39a,reading-task-config-3,yaml,6,1747174382761.0,1747174421021.0,38.26,0,6,1
6691809035e52ca9b2b0f39a,reading-task-config-4,yaml,keywords,1747174428119.0,1747174732342.0,304.223,1,keywords,1
6691809035e52ca9b2b0f39a,reading-task-config-5,yaml,d3-delaunay,1747174744144.0,1747174784565.0,40.421,0,d3-delaunay,1
678faf5b31008609fd85b185,reading-task-config-1,json5,keywords,1747346158522.0,1747346176153.0,17.631,0,7.9.0,0
678faf5b31008609fd85b185,reading-task-config-2,json5,7.9.0,1747346187873.0,1747346231637.0,43.764,0,>=12,0
678faf5b31008609fd85b185,reading-task-config-3,json5,6,1747346240240.0,1747346263484.0,23.244,0,6,1
678faf5b31008609fd85b185,reading-task-config-4,json5,author,1747346274028.0,1747346323678.0,49.65,0,keywords,0
678faf5b31008609fd85b185,reading-task-config-5,json5,d3-array,1747346330970.0,1747346451834.0,120.864,0,d3-delaunay,0
65e85a421f2dee53c62fbf45,reading-task-config-1,json5,7.9.0,1746775157842.0,1746775410255.0,252.413,0,7.9.0,1
65e85a421f2dee53c62fbf45,reading-task-config-2,json5,>=12,1746775431606.0,1746775499265.0,67.659,0,>=12,1
65e85a421f2dee53c62fbf45,reading-task-config-3,json5,6,1746775513555.0,1746775624373.0,110.818,0,6,1
65e85a421f2dee53c62fbf45,reading-task-config-4,json5,author,1746775634347.0,1746776160812.0,526.465,0,keywords,0
65e85a421f2dee53c62fbf45,reading-task-config-5,json5,d3-delaunay,1746776171421.0,1746776578527.0,407.106,0,d3-delaunay,1
666b0b42bb6fa2822fa27a32,reading-task-config-1,json5,7.9.0,1746769072942.0,1746769193835.0,120.893,0,7.9.0,1
666b0b42bb6fa2822fa27a32,reading-task-config-2,json5,d3,1746769203702.0,1746769317732.0,114.03,0,>=12,0
666b0b42bb6fa2822fa27a32,reading-task-config-3,json5,4,1746769322980.0,1746769423084.0,100.104,0,6,0
666b0b42bb6fa2822fa27a32,reading-task-config-4,json5,exports,1746769428343.0,1746769524068.0,95.725,0,keywords,0
666b0b42bb6fa2822fa27a32,reading-task-config-5,json5,d3-delaunay,1746769529859.0,1746769658844.0,128.985,0,d3-delaunay,1
6708da9c62672d0fe65b6683,reading-task-config-1,jsonc,keywords,1747173327385.0,1747173391027.0,63.642,0,7.9.0,0
6708da9c62672d0fe65b6683,reading-task-config-2,jsonc,d3,1747173403312.0,1747173439159.0,35.847,0,>=12,0
6708da9c62672d0fe65b6683,reading-task-config-3,jsonc,6,1747173447774.0,1747173478970.0,31.196,0,6,1
6708da9c62672d0fe65b6683,reading-task-config-4,jsonc,dependencies,1747173487507.0,1747173579942.0,92.435,0,keywords,0
6708da9c62672d0fe65b6683,reading-task-config-5,jsonc,d3-delaunay,1747173588877.0,1747173623483.0,34.606,0,d3-delaunay,1
60f70af563ef757f65e750e0,reading-task-config-1,xml,7.9.0,1746768622121.0,1746768677615.0,55.494,0,7.9.0,1
60f70af563ef757f65e750e0,reading-task-config-2,xml,>=12,1746768690676.0,1746768768626.0,77.95,0,>=12,1
60f70af563ef757f65e750e0,reading-task-config-3,xml,6,1746768780141.0,1746768807119.0,26.978,0,6,1
60f70af563ef757f65e750e0,reading-task-config-4,xml,exports,1746768816503.0,1746769101292.0,284.789,0,keywords,0
60f70af563ef757f65e750e0,reading-task-config-5,xml,d3-delaunay,1746769113161.0,1746769142055.0,28.894,0,d3-delaunay,1
670f9ddb0e32533c222c3031,reading-task-config-1,json,^3.2.4,1746769045306.0,1746769065739.0,20.433,0,7.9.0,0
670f9ddb0e32533c222c3031,reading-task-config-2,json,>=12,1746769075085.0,1746769112843.0,37.758,0,>=12,1
670f9ddb0e32533c222c3031,reading-task-config-3,json,7,1746769117840.0,1746769144411.0,26.571,0,6,0
670f9ddb0e32533c222c3031,reading-task-config-4,json,keywords,1746769148230.0,1746769162939.0,14.709,0,keywords,1
670f9ddb0e32533c222c3031,reading-task-config-5,json,d3-array,1746769169830.0,1746769226987.0,57.157,0,d3-delaunay,0
67d03135f855dd0ff0994265,reading-task-config-1,toml,7.9.0,1746769568082.0,1746769647688.0,79.606,0,7.9.0,1
67d03135f855dd0ff0994265,reading-task-config-2,toml,>=12,1746769657724.0,1746769748359.0,90.635,0,>=12,1
67d03135f855dd0ff0994265,reading-task-config-3,toml,6,1746769761595.0,1746769823666.0,62.071,0,6,1
67d03135f855dd0ff0994265,reading-task-config-4,toml,repository,1746769830452.0,1746769970836.0,140.384,0,keywords,0
67d03135f855dd0ff0994265,reading-task-config-5,toml,d3-delaunay,1746769979830.0,1746770093568.0,113.738,0,d3-delaunay,1
674f479b2a4ef75e4551f258,reading-task-config-1,json5,7.9.0,1747338079039.0,1747338134383.0,55.344,0,7.9.0,1
674f479b2a4ef75e4551f258,reading-task-config-2,json5,>=12,1747338145442.0,1747338254489.0,109.047,0,>=12,1
674f479b2a4ef75e4551f258,reading-task-config-3,json5,6,1747338263633.0,1747338337646.0,74.013,0,6,1
674f479b2a4ef75e4551f258,reading-task-config-4,json5,scripts,1747338342515.0,1747338540097.0,197.582,0,keywords,0
674f479b2a4ef75e4551f258,reading-task-config-5,json5,d3-array,1747338547927.0,1747338696842.0,148.915,0,d3-delaunay,0
5ee4a14b578f8a000b384376,reading-task-config-1,yaml,7.9.0,1746767934805.0,1746767950049.0,15.244,0,7.9.0,1
5ee4a14b578f8a000b384376,reading-task-config-2,yaml,>=12,1746767957905.0,1746767993122.0,35.217,0,>=12,1
5ee4a14b578f8a000b384376,reading-task-config-3,yaml,6,1746767998965.0,1746768011395.0,12.43,0,6,1
5ee4a14b578f8a000b384376,reading-task-config-4,yaml,keywords,1746768017612.0,1746768090332.0,72.72,0,keywords,1
5ee4a14b578f8a000b384376,reading-task-config-5,yaml,d3-delaunay,1746768096563.0,1746768127426.0,30.863,0,d3-delaunay,1
63af557b3d4f219c3226b7d6,reading-task-config-1,yaml,7.9.0,1747334019575.0,1747334170411.0,150.836,2,7.9.0,1
63af557b3d4f219c3226b7d6,reading-task-config-2,yaml,>=12,1747334179718.0,1747334209432.0,29.714,0,>=12,1
63af557b3d4f219c3226b7d6,reading-task-config-3,yaml,6,1747334215783.0,1747334229884.0,14.101,0,6,1
63af557b3d4f219c3226b7d6,reading-task-config-4,yaml,keywords,1747334236241.0,1747334333292.0,97.051,1,keywords,1
63af557b3d4f219c3226b7d6,reading-task-config-5,yaml,d3-delaunay,1747334339439.0,1747334374501.0,35.062,0,d3-delaunay,1
65583ffa38bfc41805a553cd,reading-task-config-1,hjson,7.9.0,1747180714650.0,1747180920270.0,205.62,3,7.9.0,1
65583ffa38bfc41805a553cd,reading-task-config-2,hjson,>=12,1747180932060.0,1747180960506.0,28.446,0,>=12,1
65583ffa38bfc41805a553cd,reading-task-config-3,hjson,6,1747180971398.0,1747180999436.0,28.038,0,6,1
65583ffa38bfc41805a553cd,reading-task-config-4,hjson,engines,1747181008280.0,1747181302568.0,294.288,1,keywords,0
65583ffa38bfc41805a553cd,reading-task-config-5,hjson,d3-delaunay,1747181315576.0,1747181394417.0,78.841,0,d3-delaunay,1
66684d30d1a0d64a3a348c82,reading-task-config-1,yaml,7.9.0,1747334657733.0,1747334799746.0,142.013,0,7.9.0,1
66684d30d1a0d64a3a348c82,reading-task-config-2,yaml,>=12,1747334810579.0,1747334894483.0,83.904,0,>=12,1
66684d30d1a0d64a3a348c82,reading-task-config-3,yaml,6,1747334903497.0,1747334984083.0,80.586,0,6,1
66684d30d1a0d64a3a348c82,reading-task-config-4,yaml,keywords,1747334994167.0,1747335176384.0,182.217,0,keywords,1
66684d30d1a0d64a3a348c82,reading-task-config-5,yaml,d3-delaunay,1747335185238.0,1747335261603.0,76.365,0,d3-delaunay,1
