participantId,task,format,response,start_time,end_time,duration_sec,help_count,correct_answer,correct
5755c957eb80c4000741a9ce,reading-task-config,json5,,,,157.047,0,,5
5795af044a84da00014c5df1,reading-task-config,json,,,,356.552,0,,4
57ca4b09993b08000192297b,reading-task-config,xml,,,,224.248,0,,5
588ab33542c8e900019d02ae,reading-task-config,jsonc,,,,196.20600000000002,0,,3
589cd166b2a7180001f0527d,reading-task-config,jsonc,,,,405.431,0,,3
5b3ec4332a5fbf00014eae57,reading-task-config,toml,,,,507.839,1,,5
5c4f5967aac8be0001716a65,reading-task-config,xml,,,,268.982,0,,5
5e5c993cd0394c474f7cc502,reading-task-config,toml,,,,142.311,0,,5
5ea90bb434d5e337e98c7edd,reading-task-config,json5,,,,302.484,0,,5
5ee4a14b578f8a000b384376,reading-task-config,yaml,,,,166.474,0,,5
5f7f239e9b204e05b6c36538,reading-task-config,json5,,,,549.444,1,,3
5fb4fcd1fce53c30649dd704,reading-task-config,xml,,,,494.11299999999994,0,,4
606c7d27f4f3ae688332a55d,reading-task-config,toml,,,,133.024,1,,5
6081728972120aa7f9685791,reading-task-config,json,,,,503.892,0,,5
6094ce8d0764c24f352d1fe5,reading-task-config,hjson,,,,398.514,0,,5
60e2bf0aa568b97e8d525872,reading-task-config,toml,,,,362.705,0,,2
60e2ebb6ad1d5ee0e515a7c5,reading-task-config,yaml,,,,359.935,3,,5
60e343946a7faddde88fbe3c,reading-task-config,yaml,,,,525.198,0,,3
60ec51c51a3158a50ded8a3e,reading-task-config,json5,,,,256.712,0,,5
60f70af563ef757f65e750e0,reading-task-config,xml,,,,474.105,0,,4
60f7c71d1cffec381351b0b3,reading-task-config,xml,,,,331.338,0,,4
611d0afbb2a19acfd012545b,reading-task-config,toml,,,,277.46,0,,4
61287939bc5a971fc15333e4,reading-task-config,json,,,,496.895,0,,5
613a541cf948d295c1df8752,reading-task-config,jsonc,,,,212.314,0,,5
61601e9a6b8306196d2a129c,reading-task-config,hjson,,,,338.126,0,,5
616e5ae706e970fe0aff99b6,reading-task-config,hjson,,,,133.501,0,,5
62d6d87d91cf24a3c1c0f10c,reading-task-config,hjson,,,,204.91899999999998,0,,4
62d7fef5538b81f205ba4656,reading-task-config,xml,,,,108.563,0,,5
63af557b3d4f219c3226b7d6,reading-task-config,yaml,,,,326.764,3,,5
645b519f108c046164a6d232,reading-task-config,yaml,,,,189.814,0,,5
651b29ff3a6cadf518640abe,reading-task-config,xml,,,,629.25,0,,5
65298aca34ac384b783169d4,reading-task-config,jsonc,,,,269.502,0,,5
6554e79557e3d6be08e32ceb,reading-task-config,yaml,,,,371.777,0,,4
65583ffa38bfc41805a553cd,reading-task-config,hjson,,,,635.233,4,,4
659960f32faa4ff4b116de92,reading-task-config,toml,,,,508.61299999999994,2,,5
65e85a421f2dee53c62fbf45,reading-task-config,json5,,,,1364.461,0,,4
65f4ab7884f8411c9e11a34e,reading-task-config,json5,,,,289.356,0,,5
65fad6c874ac75642ffc254b,reading-task-config,hjson,,,,287.708,0,,5
65fae23bd06ae76bcc297e8b,reading-task-config,hjson,,,,744.352,0,,3
65fb13bebfa339f73b4cf76a,reading-task-config,jsonc,,,,171.194,0,,4
65fb236a5a78fcf672df7469,reading-task-config,json,,,,704.593,4,,4
65feaaac53eb219f09ad5ea0,reading-task-config,toml,,,,534.395,0,,4
660eafee7515c432e850362d,reading-task-config,hjson,,,,641.058,0,,4
66311bae532a469f4858933e,reading-task-config,toml,,,,420.675,3,,5
6647e8618c77f7b938865d25,reading-task-config,json5,,,,477.69599999999997,0,,3
664e413a5f3eb7f99d90e15b,reading-task-config,json,,,,548.079,0,,4
66684beba2a2d24645a6d782,reading-task-config,jsonc,,,,447.759,0,,4
66684d30d1a0d64a3a348c82,reading-task-config,yaml,,,,565.085,0,,5
666b0b42bb6fa2822fa27a32,reading-task-config,json5,,,,559.7370000000001,0,,2
6680d2279263349cc005956a,reading-task-config,json,,,,984.344,0,,4
6682a94b061954ae8483fb08,reading-task-config,toml,,,,231.466,1,,5
66912d7bf9d35c08f6919958,reading-task-config,json,,,,624.0360000000001,0,,2
6691809035e52ca9b2b0f39a,reading-task-config,yaml,,,,607.6320000000001,1,,5
669284eabea5b8c9655927da,reading-task-config,yaml,,,,506.862,0,,3
6693ce87e76d32ccf07fbcd8,reading-task-config,xml,,,,656.772,0,,5
6693d3ae2bd15cf7a058e6a7,reading-task-config,json5,,,,398.014,0,,4
66ec8f7ce843d25227820f97,reading-task-config,hjson,,,,581.396,2,,5
6708da9c62672d0fe65b6683,reading-task-config,jsonc,,,,257.726,0,,2
670f9ddb0e32533c222c3031,reading-task-config,json,,,,156.628,0,,2
67153c0d669d191ab273b865,reading-task-config,yaml,,,,567.721,1,,3
6715c7aedee148c65c10509c,reading-task-config,yaml,,,,253.532,0,,4
67176f0792ed8c4064f61a2c,reading-task-config,json,,,,560.105,1,,4
6717980047b565ab5b849317,reading-task-config,hjson,,,,335.531,0,,4
671bdd06525adeea062a1d73,reading-task-config,json,,,,139.342,0,,5
